beta,sigma,theta1,theta2
3.769490,8.535166,2.741195,4.270016
2.933637,3.162034,1.560835,2.452575
8.380463,30.839597,30.249602,45.753354
45.239423,5.043119,8.418671,14.064865
8.981603,14.839373,2.749468,35.988416
11.417535,19.732485,2.511065,11.849390
21.276151,12.159123,2.187082,2.362169
2.309942,22.149147,41.177090,112.236299
76.552717,119.438506,129.504580,44.239253
10.303800,7.516186,1.777911,2.843193
1.617206,2.217070,1.963072,1.788093
1.479044,2.071011,1.817080,2.369217
9.468284,44.588726,68.370841,20.117438
3.181432,1.994349,2.541187,4.624564
1.653265,11.845738,9.150174,2.616306
2.265952,3.689000,2.563186,2.420042
3.695874,1.661794,9.506137,6.977957
2.460187,30.757689,4.336534,1.694857
1.472851,4.504690,1.471044,1.481020
4.058435,1.474476,270.499967,40.109878
91.158643,85.536323,28.971482,7.377004
17.846797,15.290020,16.730198,2.535204
10.534968,11.908447,29.160458,6.757484
20.084911,35.023806,26.027867,112.606560
334.056534,462.917408,120.713387,148.000660
51.768467,59.774966,22.743569,29.736225
13.857063,19.274487,28.188878,3.863318
12.191939,18.307788,1.846310,1.657784
1.599178,3.568896,10.794566,1.911248
10.918480,8.442641,29.120125,18.723805
8.610990,1.970607,1.519565,2.609788
3.737415,1.657860,1.661370,1.937200
1.765499,4.242821,1.560732,43.771113
267.102308,578.833103,29.099537,55.612718
1.661817,2.398978,1.467862,7.210547
6.283101,3.272088,7.559647,3.674429
6.631117,36.108610,72.284155,678.482595
196.374400,618.691480,154.580018,405.897535
86.020663,69.388739,52.062439,21.459899
19.357547,20.151401,34.125128,2.263592
2.986852,5.434072,3.297706,1.514617
2.100304,2.540133,2.226374,1.860572
1.492315,1.773373,2.128454,1.879735
2.173419,2.066217,2.068964,5.138233
5.003354,10.706540,2.927231,2.173405
1.522738,3.443853,10.759196,2.069819
5.777472,4.963415,1.880581,7.385294
1.485637,5.742388,130.084438,117.336349
23.681926,23.451501,3.154876,5.568067
5.744957,3.270599,2.795323,1.686145
3.339784,2.923953,8.213720,2.540766
3.104158,5.461023,2.030065,1.547096
3.089436,3.787464,1.912292,3.009404
16.392161,14.464372,13.733031,15.468166
1.477382,7.316481,3.906299,78.533104
14.018976,2.631500,2.605044,9.346721
2.246589,1.618552,1.636368,1.550417
1.522900,4.218955,19.095432,6.191526
28.861955,4.762185,4.014423,5.845745
24.564877,2.153809,10.654249,1.494495
1.944303,2.286699,1.533763,2.381072
2.826804,3.077319,2.218378,5.195338
3.129178,1.750430,2.557091,1.511939
1.776058,2.404982,6.401075,1.573736
1.724770,2.825167,3.020149,3.680417
1.656890,5.386805,1.681358,1.915863
3.295002,4.737866,6.670539,1.536646
1.906776,1.729329,1.514932,4.666863
1.684590,4.026775,4.467527,2.043492
3.011522,3.707685,16.461199,1.645662
1.691526,3.769406,2.262787,2.358269
6.400707,78.946335,3.109392,3.410765
4.467636,1.786249,1.556297,2.401317
1.661360,3.933776,3.410641,1.561241
6.139172,13.165693,2.347414,3.505710
3.502895,3.144390,3.490232,2.498898
5.356060,6.785216,3.663771,5.715103
4.653892,7.631263,1.947084,2.455298
10.888233,1.658508,5.255442,3.944454
1.498240,1.995665,3.836597,1.802687
4.174276,2.680222,25.447250,41.487814
22.930301,17.147289,5.027225,1.616105
1.587278,1.570433,2.196867,1.513788
1.735885,1.902433,1.727055,3.807237
1.705339,2.550879,1.701643,7.427966
5.652563,19.079618,1.620239,2.196792
4.895441,1.585656,4.159523,4.991683
27.387842,1.657778,4.326376,1.549127
3.800802,3.474948,11.839706,12.745793
176.309796,20.906272,2.463589,2.686615
3.340846,5.244331,12.198735,26.805718
26.429011,96.803628,143.757421,87.074132
35.190949,148.241650,1.937818,1.661752
6.010338,6.995731,1.545368,1.606881
3.574505,3.577885,2.355388,1.471439
2.548923,4.891217,25.754626,4.566950
9.431211,13.027351,8.979470,1.597948
1.593041,5.262864,1.498309,1.636369
12.669732,12.070006,4.614240,3.141733
5.124351,4.735221,3.196215,3.651272
2.815115,1.466497,2.277002,2.695183
5.940442,2.205871,1.734878,5.092167
1.900964,3.987257,11.208962,2.886734
1.634220,1.470735,1.475360,1.463363
51.533187,203.380325,211.876221,134.671070
48.341660,32.497822,6.386960,5.296482
4.634236,2.284963,5.045447,5.356846
1.889811,3.426997,6.831955,2.220826
1.542247,2.995441,1.662096,1.806499
3.038483,3.606991,2.478657,7.477465
1.487831,1.872775,1.525856,1.877999
1.482699,6.696020,2.381917,7.035189
12.939953,7.139232,2.322432,10.384142
1.743750,1.901794,1.543354,2.266515
1.584278,2.351007,1.833009,1.648312
1.666994,4.167550,7.414007,8.958971
2.263503,1.489456,5.053988,31.661105
3.171064,2.054746,1.922009,18.583375
13.692217,5.088558,8.497419,17.817366
6.625578,3.060363,1.597537,1.517087
1.627533,1.860916,6.318161,1.682727
1.613287,1.610507,1.504359,3.376438
1.541194,1.486525,1.903062,1.474369
1.789449,1.777265,1.680960,7.632584
29.415356,16.354281,9.228618,1.667884
5.321527,48.782578,2.025491,6.449384
3.006059,1.872553,1.925487,1.678497
1.625831,3.609748,2.563084,35.531877
25.976619,6.419912,75.471746,55.376151
9.205522,2.715167,2.453398,2.489616
2.584044,2.785987,1.674600,3.298909
3.092058,3.568593,5.299311,5.037434
15.802550,2.854208,5.308018,3.261380
54.469582,68.945920,19.419089,182.222556
8.220891,9.516771,10.453630,8.036691
8.351992,3.004348,1.568491,2.252056
9.594072,7.944891,15.003520,2.430810
4.043360,3.571199,2.032424,1.576370
1.685644,3.773363,4.950521,1.661524
2.486741,1.939296,6.780148,5.844779
3.917722,1.661818,2.269474,1.986107
1.727542,1.842973,3.348580,2.650949
1.878057,21.538841,3.984717,6.856275
2.530104,3.854649,1.678313,2.187825
1.640571,4.669823,1.558139,2.352550
5.498487,1.568734,1.726546,6.026706
66.435004,1.523203,1.685624,1.879236
4.281315,1.620676,1.760895,2.133409
5.693584,10.876514,36.238001,2.398783
2.218074,1.972504,1.568861,5.222377
4.394035,2.773541,171.636250,122.524416
192.554982,153.077679,36.639659,14.763952
3.421364,4.120779,2.778855,6.497139
32.888413,6.349217,3.976112,5.378440
10.432102,1.550231,4.557858,1.696239
2.066957,5.955416,6.089058,31.286400
32.468048,30.957369,1.970828,1.572506
1.483073,14.482661,1.537430,2.229426
3.156902,1.625141,2.995237,1.944217
2.016585,1.844215,2.464065,3.168499
4.736067,9.832392,6.437980,7.629529
294.803202,29.917063,13.958979,3.702310
12.684623,2.079158,1.943054,1.866136
1.661295,3.391501,1.856457,3.028302
3.428763,5.354718,1.645221,2.093787
1.841402,3.225872,2.915349,10.642681
5.635042,1.527336,3.426746,20.774944
27.422058,20.274167,21.031278,13.068653
15.347405,4.250902,4.472952,1.851125
1.741368,1.531904,1.897983,1.592319
1.877375,1.954573,7.264415,21.323375
15.843568,14.880529,53.273612,3.867495
13.839709,5.414998,2.463985,1.481801
1.513545,4.408303,2.995669,1.820969
2.058011,2.101613,1.588199,3.482102
9.055431,19.880354,2.198213,13.134500
8.235223,11.276244,6.408741,2.158393
2.039603,1.800327,3.079200,2.645467
8.430529,3.053413,3.751586,6.806068
4.137837,3.476643,5.143751,2.130096
54.355294,100.096082,90.141022,57.313771
22.365381,38.284910,19.244968,19.871661
4.533749,6.312633,14.477545,12.682813
15.976679,1.954347,1.652730,2.919438
2.174550,4.819898,1.685377,1.508161
1.530627,1.675806,4.088224,2.896443
16.895391,33.721088,23.269675,2.518147
8.510383,1.810751,1.825074,126.320631
97.919564,109.921561,65.460694,131.694468
160.579768,1.831712,1.769393,1.481953
11.199531,47.983530,173.159863,148.885446
92.398796,78.295838,3.751400,5.755634
2.907261,5.086024,2.220497,1.715754
1.877161,1.999418,1.602503,1.547584
1.661823,29.753541,17.058316,4.765728
5.013555,6.103581,9.652103,3.083864
3.717803,11.620584,3.519812,2.982382
1.540352,1.527574,1.575059,1.639854
1.495678,1.862226,2.041368,1.893178
1.803956,1.590665,1.891339,1.579156
2.267392,3.367671,1.782300,4.192040
2.499438,1.577697,1.498545,1.680747
1.626620,3.004336,1.660368,1.661823
3.341811,1.916946,4.399055,6.449651
2.538720,1.474748,2.230499,2.103048
6.024584,3.726742,2.786314,2.515357
3.995356,2.525893,2.295751,1.506798
12.654815,1.858263,1.571500,3.401602
13.490817,13.721786,13.226588,2.731695
2.091313,1.832695,2.831509,1.512372
1.642478,7.411164,1.519617,1.520338
3.672023,6.988128,7.676425,4.465217
2.204204,2.531630,5.643790,5.252088
1.988483,2.294164,1.654877,1.494092
1.518993,1.524746,1.947056,2.746989
1.658056,1.595206,2.035780,1.943078
3.495442,3.680423,4.242167,2.315116
1.525115,3.039339,1.536961,1.551307
2.260235,2.295241,2.358841,1.627194
1.502051,1.888146,1.469745,2.001549
5.297310,7.948404,6.726796,2.090696
2.427818,1.653490,1.572494,1.596233
2.444260,1.548148,1.559350,2.322873
1.601195,2.777181,2.046186,1.720470
1.801249,1.520406,7.015536,1.750043
1.483308,3.023082,4.967812,2.994895
4.494337,21.209832,13.269568,4.801318
7.648238,4.521495,2.856955,1.474726
8.530787,4.188234,1.563830,3.385765
2.114012,2.216599,1.757840,2.886601
2.022025,1.655994,3.088407,2.964395
3.101469,330.352708,17.040426,8.512395
1.481182,1.607228,1.732096,1.545243
2.563292,1.654751,2.000195,9.861019
5.502255,7.425692,3.389473,4.893411
2.604421,2.376008,1.994808,1.663245
2.989579,3.906088,11.619651,3.413972
2.964841,3.473160,5.910006,1.846083
1.945501,1.584141,1.907122,6.897802
1.542498,1.481987,1.764930,2.816049
9.613729,1.659779,1.786067,1.501433
1.816106,1.796715,1.684533,1.507137
3.534647,4.427012,27.169049,2.319653
22.665893,196.209944,66.324458,37.559796
8.139932,13.570253,36.628316,28.877378
19.009752,1.624024,1.487621,3.115822
1.658117,2.470514,9.537448,1.667000
2.028907,2.962362,1.471153,1.491461
1.884633,1.509873,1.697990,5.246321
2.305506,25.034167,12.416428,3.007000
3.739483,1.602881,1.566097,1.705931
2.525543,5.019302,10.778364,25.285532
30.176992,12.963038,2.611140,7.797575
1.806004,2.174546,3.352509,2.001903
1.615696,5.378405,6.678880,5.818608
1.493862,3.000451,9.669236,1.532468
1.999870,2.251339,2.479626,1.831491
1.766427,2.324955,1.589505,2.198920
1.518667,1.659916,1.527919,2.525136
3.176031,4.001545,3.467710,4.081971
5.729438,1.516261,1.507104,1.801914
1.675509,2.863687,1.711182,1.661823
1.716811,1.621091,1.882793,1.526054
1.637751,2.627169,2.054201,8.055705
2.309118,1.585347,3.778672,2.936478
4.158555,2.599708,4.242870,3.072178
6.794297,2.559064,2.192350,3.716298
4.535755,1.943245,1.485883,2.889491
1.586544,1.776699,4.398944,3.893212
1.804634,1.877526,19.260703,32.718133
53.944687,25.901911,25.869287,24.193920
60.897157,317.427310,2.182379,2.836046
2.668319,2.623699,2.269159,1.583965
2.907639,5.105038,1.941566,6.360169
5.019477,2.038148,2.704103,1.512486
7.219763,9.948248,8.788398,5.405635
1.464165,1.791030,1.709939,1.911921
1.564964,1.478935,4.283381,2.555750
1.487818,2.993674,14.442668,2.507040
6.118651,480.329516,305.907327,651.385257
69.458223,50.547383,2.256506,2.676755
2.087177,11.367138,10.335144,4.639466
8.728413,14.848347,8.194414,41.260307
39.495135,2.406444,5.281639,1.904711
1.590379,9.215841,1.661823,1.643279
1.529148,3.292670,1.899825,1.515344
3.331977,1.803388,2.181294,2.584050
8.709122,13.055064,6.516451,87.120724
79.473124,115.193575,48.413764,180.281144
124.146183,143.542136,151.129900,10.274438
2.598116,7.359888,256.690775,391.550083
254.214765,298.598092,398.738926,136.321106
11.118460,15.853874,8.955900,12.389878
1.522336,1.754265,1.796153,1.739574
3.038263,2.979959,2.621068,1.648261
1.833139,1.720265,1.742374,2.094289
2.075446,12.487098,1.468486,1.551189
2.504284,9.440268,12.282097,4.290527
4.608660,2.029427,16.072917,39.726144
24.550046,3.650776,28.576137,3.921356
41.258102,12.330562,2.758079,3.000746
3.775275,2.013420,1.669994,2.088992
5.346170,1.569322,3.000030,4.137170
6.998162,8.961452,1.523978,1.572733
1.670825,1.608818,3.059018,5.565651
1.644734,2.033324,15.914709,10.048159
10.685603,10.197702,1.564283,3.059058
6.738665,18.463431,8.686030,3.784707
1.694129,1.514669,1.741409,2.895966
6.960412,5.171974,1.785960,3.894372
3.217329,8.590333,66.777777,30.917486
11.781546,1.834420,3.118991,1.518192
2.494676,1.780451,1.507877,2.868563
5.667299,22.962492,48.285083,30.732565
7.585599,9.861245,2.604621,4.745812
2.110209,1.634588,2.988127,2.835311
1.612276,1.662060,4.323137,2.491781
2.951955,4.830217,1.522426,1.661823
1.592448,4.795666,2.590856,2.199080
2.185270,3.323805,1.661823,1.979547
2.985035,1.601767,6.651977,2.955508
2.205376,5.806122,20.569864,1.533541
1.474421,2.290209,4.776838,2.599348
9.239551,2.142037,4.038358,3.013516
11.799801,13.671841,4.294137,1.551046
2.372696,1.548861,7.245897,4.367345
1.479220,1.487609,1.939426,2.074849
2.774748,1.589303,4.566671,3.660213
5.225864,5.493676,6.093349,15.176230
14.752605,11.728544,8.671051,6.359712
2.439569,2.032676,1.661593,2.122217
1.652237,4.779633,7.654104,4.226575
4.254376,3.738454,2.148625,5.632819
4.563466,2.353491,3.012644,1.474336
24.920667,9.175840,1.655101,15.467213
4.003100,6.693227,5.264463,2.465045
2.460246,2.165028,2.249018,11.388773
12.681275,18.965030,10.073963,10.042954
3.700572,1.740256,2.156100,24.072463
1.778341,1.520771,5.384372,5.201236
4.124102,9.867987,37.236100,27.339484
2.449336,2.119803,1.999462,4.729113
4.141083,1.516889,1.887929,1.505074
1.739430,7.202594,3.449069,60.541538
26.237212,44.628736,8.155851,5.567851
5.131958,11.118282,7.406061,3.518642
32.589903,3.528840,4.989508,4.872233
2.028104,5.651237,3.175691,5.116758
9.381691,12.996720,2.680670,3.064879
9.793190,2.376424,9.058143,7.753401
17.394478,3.423561,2.317371,2.887522
2.677794,6.928970,12.414269,3.164028
1.831786,1.532561,1.568464,5.602608
6.996701,1.524498,1.571753,2.035217
71.318282,255.363823,121.690039,15.204801
7.626656,3.964218,5.898316,1.706184
15.033903,1.730708,1.490072,2.309459
3.465874,1.668791,1.613818,2.070615
1.791824,2.353895,1.645904,2.042912
1.494339,3.773697,2.730630,9.404450
4.509718,1.529928,1.611328,1.929720
1.522602,2.718180,4.144074,4.971554
1.534625,1.540257,2.297902,1.693465
3.526796,1.745637,1.620373,1.747361
1.557095,1.556489,1.627271,3.265140
3.408300,1.558347,2.143940,1.579113
1.527788,1.655821,1.513938,2.413093
1.582979,1.640647,29.858635,14.359200
20.406414,13.391165,7.341718,5.682627
1.691477,5.708730,2.401690,2.457207
2.420845,1.711006,3.248887,7.645024
1.520979,2.659870,4.911465,3.570732
1.524592,1.698820,1.883474,2.924584
1.821169,25.415528,23.765177,8.900742
2.846464,8.500489,4.910015,2.210959
1.509787,1.915640,3.309490,1.861734
9.273307,1.834429,14.299513,1.508246
2.470838,4.245420,1.877053,3.302954
2.041061,8.675683,8.884404,11.501942
12.398869,14.199450,9.741575,421.993920
211.440631,17.844165,1.986459,11.417597
79.755278,64.366186,44.170339,9.281864
10.667453,5.688000,2.196312,6.328304
31.402906,35.460781,27.987029,16.090079
4.354177,1.996076,2.877833,1.782121
3.706380,7.814839,1.501786,1.499335
2.655097,1.609711,1.670091,2.035191
1.855473,1.494786,9.430586,1.731845
3.745337,2.453080,3.948302,2.223792
2.884622,1.658817,1.561575,1.522471
8.499458,13.091080,4.092604,10.516114
39.483494,36.312911,27.773440,24.980658
1.489773,1.623718,1.828484,3.099161
3.038799,71.877866,214.914358,83.967832
269.596383,129.788869,10.079674,1.523533
1.909330,121.683143,1.755058,2.159607
1.587852,4.516871,1.783072,1.963637
1.546279,1.895489,1.885849,2.536889
2.081448,2.077647,9.244572,25.406104
21.656459,14.473284,8.938251,1.574299
2.119785,1.615333,1.492912,2.545191
1.819652,1.570935,4.510685,3.318401
1.692618,1.603673,1.582613,5.116450
2.000959,4.502980,4.603858,1.663755
13.565191,4.446683,1.509853,1.578751
1.643170,6.271651,1.561561,1.683337
1.866454,1.529710,1.518399,1.527321
1.528026,3.703631,18.531468,12.608875
40.036515,10.133061,20.056545,19.191202
2.445199,1.514083,1.474604,3.097114
3.962693,2.132467,6.105321,3.359585
1.765210,1.653349,5.275928,1.661821
8.064064,8.179353,2.699793,8.223806
8.449480,11.670973,3.130690,7.252612
2.396770,3.276426,4.844775,2.843933
9.044723,5.287859,2.232460,8.996893
2.269642,1.514799,3.868289,2.084325
1.501653,1.660313,2.417620,2.210369
2.079780,3.474495,4.297119,1.498470
1.520054,6.099281,5.596931,3.239456
3.834685,1.688830,1.907058,1.646880
1.496021,2.231837,15.116200,4.306774
1.599564,4.914875,6.144200,6.506387
4.761996,4.301850,1.679236,1.911393
4.387276,1.510751,2.145553,17.279932
7.682872,11.178958,8.006561,2.345572
1.605233,3.155992,18.959971,3.960740
9.535176,52.921751,10.629100,2.877164
2.136982,2.445460,2.711854,1.647284
2.628499,1.553270,1.497998,1.497785
2.245620,1.663146,1.691758,2.560643
2.841427,1.938655,3.159531,2.782903
8.639033,1.934282,1.604353,2.740256
1.534849,2.660578,1.538033,2.330987
2.502602,1.546163,4.568692,1.665291
2.649583,2.523895,1.691652,1.715949
4.924400,2.170530,1.946246,1.747108
1.769087,46.305865,87.339003,25.606940
8.988257,28.967401,107.601903,136.228816
147.787633,167.305502,33.431103,2.095402
3.884302,4.397880,4.463141,29.897849
19.363037,62.032645,167.719697,273.002540
352.235261,311.957952,610.508090,566.956119
728.780322,170.530160,123.714665,63.633995
76.201839,104.059471,148.593487,51.521735
7.055392,4.964055,3.208794,3.742171
3.295311,3.971191,1.718767,15.254861
26.293236,2.128462,1.810150,2.230620
1.658709,90.687764,786.831399,294.974010
20.342240,3.080541,24.365050,4.851051
2.369971,2.150900,3.521225,8.316331
2.909765,2.113115,5.447695,1.788579
1.606945,2.700929,1.518518,47.700606
1.975350,1.903483,1.574115,3.324582
1.475778,2.507772,1.694589,1.537362
2.507524,1.930659,1.837131,1.853422
6.815361,6.419387,1.510671,1.726748
17.312195,6.030622,4.313541,4.145590
1.616013,1.527907,1.582485,5.159128
1.582574,3.677049,4.309729,5.248073
12.439663,9.897882,29.933747,6.358361
13.503009,13.366592,24.657686,1.674334
1.518634,3.550641,2.715343,20.442729
1.928075,1.990246,2.037880,8.391994
2.735423,1.639429,3.497895,1.921138
1.794088,4.048708,8.495279,8.751594
2.054703,3.438213,1.725597,13.292332
3.206978,1.695343,1.817329,28.304192
2.497301,1.767750,2.705444,1.540458
4.275682,1.574938,1.693356,1.832901
1.538339,1.497681,1.552635,4.376137
3.844319,6.188113,1.661969,1.719727
1.516402,1.539980,1.533212,2.011150
1.835391,41.111358,26.639703,4.380901
4.454177,4.786276,13.624805,8.086684
37.348432,8.867998,7.391733,3.158885
3.565463,3.548985,1.536600,1.636683
1.633697,1.822679,1.873766,1.483712
1.559550,1.923696,2.324565,4.898880
1.719247,2.489668,3.322661,1.752816
6.002262,10.129973,28.980487,23.018987
13.310098,18.318071,3.163669,2.150767
1.578075,1.633671,7.853577,15.876025
27.905655,6.947637,2.085961,2.235746
2.215834,1.981812,3.237448,7.043088
14.809764,13.663288,12.764568,3.843802
2.328526,2.178515,3.972397,6.467772
1.520432,2.727244,1.778907,1.573100
2.047075,10.898723,7.479941,64.781883
1.890434,1.513656,2.550563,2.202726
3.165417,2.213705,2.233531,2.124205
3.003026,9.775500,4.794772,3.064834
1.756621,4.939216,4.317604,7.396178
1.492589,1.479741,25.707264,3.884003
5.175495,4.134690,8.888708,7.150576
3.046732,2.582043,2.777059,14.211422
23.434393,6.673181,21.592004,74.404241
21.105324,5.677748,19.182757,34.291435
38.991218,11.938768,2.034495,1.661781
2.968250,1.506625,2.425033,6.370734
24.882753,17.791476,7.102614,11.063798
5.835970,12.975593,12.466670,1.914968
5.995300,65.950520,39.240630,68.824297
49.347354,17.493367,3.574000,3.862034
1.540709,1.660342,1.981295,2.620713
1.524537,1.664320,2.103469,1.616062
3.103981,2.201518,4.847438,1.958798
1.740730,1.648381,1.642156,1.754176
2.264544,2.299071,3.226883,12.630421
2.611507,3.363110,3.175333,2.196402
2.237325,2.608649,6.634712,2.910877
3.132428,2.369554,3.221281,1.617864
2.293331,1.675613,1.690819,1.508318
1.540492,2.248014,1.635325,2.024051
6.588652,12.671054,2.173529,3.340150
1.555803,3.327534,6.499822,38.402855
42.985813,8.390645,14.606010,46.877070
91.054764,21.483233,34.448745,17.255899
10.716126,5.726960,4.151173,2.815404
13.841483,2.620090,1.609311,1.598460
5.770858,6.187415,2.398747,1.629052
2.001556,2.509041,17.045002,3.357951
3.692357,7.781448,1.661823,2.583580
25.231846,8.695032,8.625516,2.835017
3.472447,2.323021,21.363836,11.555707
4.036408,4.832727,4.844140,11.432809
